grayvalue,l2,10,39,0.43820224719101125
grayvalue,l2,15,36,0.4044943820224719
grayvalue,l2,20,34,0.38202247191011235
grayvalue,l2,25,36,0.4044943820224719
grayvalue,l2,30,36,0.4044943820224719
grayvalue,intersect,10,45,0.5056179775280899
grayvalue,intersect,15,40,0.449438202247191
grayvalue,intersect,20,46,0.5168539325842697
grayvalue,intersect,25,43,0.48314606741573035
grayvalue,intersect,30,45,0.5056179775280899
grayvalue,chi2,10,47,0.5280898876404494
grayvalue,chi2,15,51,0.5730337078651685
grayvalue,chi2,20,48,0.5393258426966292
grayvalue,chi2,25,51,0.5730337078651685
grayvalue,chi2,30,48,0.5393258426966292
rgb,l2,10,54,0.6067415730337079
rgb,l2,15,53,0.5955056179775281
rgb,l2,20,43,0.48314606741573035
rgb,l2,25,45,0.5056179775280899
rgb,l2,30,35,0.39325842696629215
rgb,intersect,10,70,0.7865168539325843
rgb,intersect,15,79,0.8876404494382022
rgb,intersect,20,71,0.797752808988764
rgb,intersect,25,81,0.9101123595505618
rgb,intersect,30,73,0.8202247191011236
rgb,chi2,10,70,0.7865168539325843
rgb,chi2,15,79,0.8876404494382022
rgb,chi2,20,71,0.797752808988764
rgb,chi2,25,79,0.8876404494382022
rgb,chi2,30,71,0.797752808988764
rg,l2,10,52,0.5842696629213483
rg,l2,15,52,0.5842696629213483
rg,l2,20,43,0.48314606741573035
rg,l2,25,47,0.5280898876404494
rg,l2,30,39,0.43820224719101125
rg,intersect,10,62,0.6966292134831461
rg,intersect,15,74,0.8314606741573034
rg,intersect,20,65,0.7303370786516854
rg,intersect,25,75,0.8426966292134831
rg,intersect,30,65,0.7303370786516854
rg,chi2,10,65,0.7303370786516854
rg,chi2,15,73,0.8202247191011236
rg,chi2,20,65,0.7303370786516854
rg,chi2,25,75,0.8426966292134831
rg,chi2,30,66,0.7415730337078652
dxdy,l2,10,20,0.2247191011235955
dxdy,l2,15,20,0.2247191011235955
dxdy,l2,20,20,0.2247191011235955
dxdy,l2,25,21,0.23595505617977527
dxdy,l2,30,21,0.23595505617977527
dxdy,intersect,10,19,0.21348314606741572
dxdy,intersect,15,19,0.21348314606741572
dxdy,intersect,20,19,0.21348314606741572
dxdy,intersect,25,20,0.2247191011235955
dxdy,intersect,30,21,0.23595505617977527
dxdy,chi2,10,21,0.23595505617977527
dxdy,chi2,15,21,0.23595505617977527
dxdy,chi2,20,21,0.23595505617977527
dxdy,chi2,25,25,0.2808988764044944
dxdy,chi2,30,31,0.34831460674157305
